InvoiceID,Branch,CustomerType,Gender,ProductType,UnitPrice,Quantity,Tax,Total,PaymentType,Rating
318-12-0304,A,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,UPI,5.2
349-97-8902,B,Member,Male,Food and beverages,57.89,2,5.789,121.569,UPI,8.9
421-95-9805,A,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,Credit card,6.2
277-35-5865,C,Member,Female,Food and beverages,98.97,9,44.5365,935.2665,Cash,6.7
789-23-8625,B,Member,Male,Fashion accessories,93.22,3,13.983,293.643,Cash,7.2
284-54-4231,C,Member,Male,Sports and travel,80.93,1,4.0465,84.9765,Credit card,9
443-59-0061,A,Member,Male,Food and beverages,67.45,10,33.725,708.225,UPI,4.2
509-29-3912,A,Member,Female,Sports and travel,38.72,9,17.424,365.904,UPI,4.2
327-40-9673,B,Member,Male,Sports and travel,72.6,6,21.78,457.38,Cash,6.9
840-19-2096,C,Member,Male,Electronic accessories,87.91,5,21.9775,461.5275,UPI,4.4
828-46-6863,A,Member,Male,Food and beverages,98.53,6,29.559,620.739,Credit card,4
641-96-3695,C,Member,Female,Fashion accessories,43.46,6,13.038,273.798,UPI,8.5
420-97-3340,A,Normal,Female,Food and beverages,71.68,3,10.752,225.792,Credit card,9.2
436-54-4512,A,Member,Female,Food and beverages,91.61,1,4.5805,96.1905,Cash,9.8
670-79-6321,B,Member,Female,Home and lifestyle,94.59,7,33.1065,695.2365,Credit card,4.9
852-62-7105,B,Normal,Female,Fashion accessories,83.25,10,41.625,874.125,Credit card,4.4
598-06-7312,B,Member,Male,Fashion accessories,91.35,1,4.5675,95.9175,Cash,6.8
135-13-8269,B,Member,Female,Food and beverages,78.88,2,7.888,165.648,Cash,9.1
816-57-2053,A,Normal,Male,Sports and travel,60.87,2,6.087,127.827,UPI,8.7
628-90-8624,B,Member,Male,Health and beauty,82.58,10,41.29,867.09,Cash,5
856-66-2701,A,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,UPI,7.5
308-39-1707,A,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,Credit card,8.2
149-61-1929,A,Normal,Male,Sports and travel,64.19,10,32.095,673.995,Credit card,6.7
655-07-2265,A,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,UPI,5.4
589-02-8023,A,Member,Male,Food and beverages,83.77,2,8.377,175.917,Credit card,7
420-04-7590,B,Normal,Male,Home and lifestyle,99.7,3,14.955,314.055,UPI,4.7
182-88-2763,B,Member,Male,Food and beverages,79.91,3,11.9865,251.7165,Credit card,5
188-55-0967,B,Member,Male,Health and beauty,66.47,10,33.235,697.935,Credit card,5
610-46-4100,A,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,Credit card,6
318-81-2368,C,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,Cash,6.3
364-33-8584,B,Member,Female,Food and beverages,17.63,5,4.4075,92.5575,Cash,8.5
665-63-9737,B,Normal,Male,Fashion accessories,52.42,3,7.863,165.123,UPI,7.5
695-09-5146,B,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,UPI,6.4
155-45-3814,C,Member,Female,Electronic accessories,88.55,8,35.42,743.82,UPI,4.7
794-32-2436,B,Member,Male,Electronic accessories,55.67,2,5.567,116.907,UPI,6
131-15-8856,C,Member,Female,Food and beverages,72.52,8,29.008,609.168,Credit card,4
273-84-2164,C,Member,Male,Electronic accessories,12.05,5,3.0125,63.2625,UPI,5.5
706-36-6154,A,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,UPI,8.7
778-89-7974,C,Normal,Male,Health and beauty,70.21,6,21.063,442.323,Cash,7.4
574-31-8277,B,Member,Male,Fashion accessories,33.63,1,1.6815,35.3115,Cash,5.6
859-71-0933,C,Member,Female,Sports and travel,15.49,2,1.549,32.529,Cash,6.3
740-11-5257,C,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,Cash,7.1
369-82-2676,B,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,UPI,7.8
563-47-4072,B,Normal,Female,Health and beauty,55.81,6,16.743,351.603,Cash,9.9
742-04-5161,A,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,Cash,7.3
149-15-7606,B,Member,Male,Sports and travel,37.32,9,16.794,352.674,UPI,5.1
133-77-3154,B,Member,Male,Fashion accessories,60.18,4,12.036,252.756,Credit card,9.4
169-52-4504,A,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,Credit card,5.8
250-81-7186,C,Normal,Female,Electronic accessories,99.69,1,4.9845,104.6745,Credit card,8
562-12-5430,A,Member,Female,Fashion accessories,88.15,3,13.2225,277.6725,UPI,7.9
816-72-8853,A,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,Cash,5.9
491-38-3499,A,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,Credit card,4.9
322-02-2271,B,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,Cash,9.3
842-29-4695,C,Member,Male,Sports and travel,17.14,7,5.999,125.979,Credit card,7.9
725-67-2480,B,Member,Female,Fashion accessories,58.75,6,17.625,370.125,Credit card,5.9
641-51-2661,C,Member,Female,Food and beverages,87.1,10,43.55,914.55,Credit card,9.9
714-02-3114,C,Normal,Female,Sports and travel,98.8,2,9.88,207.48,Cash,7.7
518-17-2983,A,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,UPI,7.6
779-42-2410,B,Member,Male,Food and beverages,57.74,3,8.661,181.881,UPI,7.7
190-14-3147,B,Normal,Female,Health and beauty,17.97,4,3.594,75.474,UPI,6.4
408-66-6712,C,Member,Female,Health and beauty,47.71,6,14.313,300.573,UPI,4.4
679-22-6530,B,Normal,Female,Sports and travel,40.62,2,4.062,85.302,Credit card,4.1
588-47-8641,A,Member,Male,Fashion accessories,56.04,10,28.02,588.42,UPI,4.4
642-61-4706,B,Member,Male,Food and beverages,93.4,2,9.34,196.14,Cash,5.5
576-31-4774,B,Normal,Female,Health and beauty,73.41,3,11.0115,231.2415,UPI,4
556-41-6224,C,Normal,Male,Health and beauty,33.64,8,13.456,282.576,Credit card,9.3
811-03-8790,A,Normal,Female,Electronic accessories,45.48,10,22.74,477.54,Credit card,4.8
242-11-3142,B,Member,Male,Fashion accessories,83.77,2,8.377,175.917,Cash,4.6
752-23-3760,B,Member,Female,Sports and travel,64.08,7,22.428,470.988,Credit card,7.3
274-05-5470,A,Member,Female,Food and beverages,73.47,4,14.694,308.574,Cash,6
648-94-3045,C,Normal,Male,Health and beauty,58.95,10,29.475,618.975,UPI,8.1
130-67-4723,A,Member,Male,Food and beverages,48.5,6,14.55,305.55,UPI,9.4
528-87-5606,B,Member,Female,Electronic accessories,39.48,1,1.974,41.454,Cash,6.5
320-85-2052,B,Normal,Female,Sports and travel,34.81,1,1.7405,36.5505,Credit card,7
370-96-0655,C,Normal,Female,Fashion accessories,49.32,6,14.796,310.716,UPI,7.1
105-10-6182,A,Member,Male,Fashion accessories,21.48,2,2.148,45.108,UPI,6.6
510-79-0415,B,Member,Female,Sports and travel,23.08,6,6.924,145.404,UPI,4.9
241-96-5076,B,Member,Female,Home and lifestyle,49.1,2,4.91,103.11,Credit card,6.4
767-97-4650,B,Member,Female,Sports and travel,64.83,2,6.483,136.143,Credit card,8
648-83-1321,A,Member,Male,Home and lifestyle,63.56,10,31.78,667.38,Cash,4.3
173-57-2300,C,Member,Male,Sports and travel,72.88,2,7.288,153.048,Cash,6.1
305-03-2383,A,Normal,Female,Food and beverages,67.1,3,10.065,211.365,Cash,7.5
394-55-6384,C,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,Cash,6.7
266-20-6657,C,Member,Male,Food and beverages,55.04,7,19.264,404.544,UPI,5.2
689-05-1884,A,Member,Male,Health and beauty,48.63,10,24.315,510.615,Cash,8.8
196-01-2849,C,Member,Female,Fashion accessories,73.38,7,25.683,539.343,Cash,9.5
372-62-5264,C,Normal,Female,Food and beverages,52.6,9,23.67,497.07,Cash,7.6
800-09-8606,A,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,Cash,6.6
182-52-7000,A,Member,Female,Sports and travel,27.04,4,5.408,113.568,UPI,6.9
826-58-8051,B,Normal,Male,Home and lifestyle,62.19,4,12.438,261.198,UPI,4.3
868-06-0466,A,Member,Male,Electronic accessories,69.58,9,31.311,657.531,Credit card,7.8
751-41-9720,C,Normal,Male,Home and lifestyle,97.5,10,48.75,1023.75,UPI,8
626-43-7888,C,Normal,Female,Fashion accessories,60.41,8,24.164,507.444,UPI,9.6
176-64-7711,B,Normal,Male,Food and beverages,32.32,3,4.848,101.808,Credit card,4.3
191-29-0321,B,Member,Female,Fashion accessories,19.77,10,9.885,207.585,Credit card,5
729-06-2010,B,Member,Male,Health and beauty,80.47,9,36.2115,760.4415,Cash,9.2
640-48-5028,B,Member,Female,Home and lifestyle,88.39,9,39.7755,835.2855,Cash,6.3
186-79-9562,B,Normal,Male,Health and beauty,71.77,7,25.1195,527.5095,Cash,8.9
834-45-5519,B,Normal,Female,Electronic accessories,43,4,8.6,180.6,UPI,7.6
162-65-8559,C,Member,Male,Food and beverages,68.98,1,3.449,72.429,Cash,4.8
760-27-5490,C,Normal,Male,Fashion accessories,15.62,8,6.248,131.208,UPI,9.1
445-30-9252,A,Normal,Male,Sports and travel,25.7,3,3.855,80.955,UPI,6.1
786-94-2700,A,Member,Male,Food and beverages,80.62,6,24.186,507.906,Cash,9.1
728-88-7867,C,Member,Female,Home and lifestyle,75.53,4,15.106,317.226,UPI,8.3
183-21-3799,C,Normal,Female,Electronic accessories,77.63,9,34.9335,733.6035,UPI,7.2
268-20-3585,C,Normal,Female,Health and beauty,13.85,9,6.2325,130.8825,UPI,6
735-32-9839,C,Member,Male,Fashion accessories,98.7,8,39.48,829.08,UPI,8.5
258-92-7466,A,Normal,Female,Health and beauty,35.68,5,8.92,187.32,Credit card,6.6
857-16-3520,A,Member,Female,Fashion accessories,71.46,7,25.011,525.231,UPI,4.5
482-17-1179,A,Member,Male,Electronic accessories,11.94,3,1.791,37.611,Credit card,8.1
788-21-5741,A,Normal,Male,Fashion accessories,45.38,3,6.807,142.947,Credit card,7.2
821-14-9046,B,Member,Female,Fashion accessories,17.48,6,5.244,110.124,Credit card,6.1
418-05-0656,B,Normal,Female,Fashion accessories,25.56,7,8.946,187.866,Cash,7.1
678-79-0726,C,Member,Female,Sports and travel,90.63,9,40.7835,856.4535,Cash,5.1
776-68-1096,B,Normal,Male,Home and lifestyle,44.12,3,6.618,138.978,Credit card,7.9
592-46-1692,C,Member,Female,Food and beverages,36.77,7,12.8695,270.2595,Cash,7.4
434-35-9162,B,Member,Male,Food and beverages,23.34,4,4.668,98.028,UPI,7.4
149-14-0304,C,Member,Female,Health and beauty,28.5,8,11.4,239.4,Cash,6.6
442-44-6497,C,Member,Male,Home and lifestyle,55.57,3,8.3355,175.0455,Credit card,5.9
174-64-0215,B,Normal,Male,Sports and travel,69.74,10,34.87,732.27,Credit card,8.9
210-74-9613,C,Normal,Male,Fashion accessories,97.26,4,19.452,408.492,UPI,6.8
299-29-0180,B,Member,Female,Home and lifestyle,52.18,7,18.263,383.523,Cash,9.3
247-11-2470,A,Member,Female,Fashion accessories,22.32,4,4.464,93.744,Credit card,4.4
635-28-5728,A,Normal,Male,Health and beauty,56,3,8.4,176.4,UPI,4.8
756-49-0168,A,Member,Male,Fashion accessories,19.7,1,0.985,20.685,UPI,9.5
438-23-1242,B,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,UPI,8.9
238-45-6950,B,Member,Male,Food and beverages,53.72,1,2.686,56.406,UPI,6.4
607-65-2441,C,Member,Male,Health and beauty,81.95,10,40.975,860.475,Credit card,6
386-27-7606,C,Member,Female,Home and lifestyle,81.2,7,28.42,596.82,Credit card,8.1
137-63-5492,C,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,UPI,9
197-77-7132,B,Member,Male,Electronic accessories,91.56,8,36.624,769.104,UPI,6
805-86-0265,A,Normal,Male,Home and lifestyle,93.96,9,42.282,887.922,Cash,9.8
733-29-1227,C,Normal,Male,Home and lifestyle,55.61,7,19.4635,408.7335,Cash,8.5
451-73-2711,C,Normal,Male,Food and beverages,84.83,1,4.2415,89.0715,UPI,8.8
373-14-0504,A,Member,Female,Sports and travel,71.63,2,7.163,150.423,UPI,8.8
546-80-2899,A,Member,Male,Home and lifestyle,37.69,2,3.769,79.149,UPI,9.5
345-68-9016,C,Member,Female,Sports and travel,31.67,8,12.668,266.028,Credit card,5.6
390-17-5806,C,Member,Female,Food and beverages,38.42,1,1.921,40.341,Cash,8.6
457-13-1708,B,Member,Male,Fashion accessories,65.23,10,32.615,684.915,Credit card,5.2
664-14-2882,C,Member,Female,Home and lifestyle,10.53,5,2.6325,55.2825,Credit card,5.8
487-79-6868,B,Member,Female,Home and lifestyle,12.29,9,5.5305,116.1405,Credit card,8
314-23-4520,C,Member,Male,Health and beauty,81.23,7,28.4305,597.0405,Cash,9
210-30-7976,B,Member,Female,Fashion accessories,22.32,4,4.464,93.744,UPI,4.1
585-86-8361,A,Normal,Female,Food and beverages,27.28,5,6.82,143.22,Credit card,8.6
807-14-7833,A,Member,Female,Electronic accessories,17.42,10,8.71,182.91,UPI,7
775-72-1988,B,Normal,Male,Home and lifestyle,73.28,5,18.32,384.72,UPI,8.4
288-38-3758,C,Member,Female,Fashion accessories,84.87,3,12.7305,267.3405,UPI,7.4
652-43-6591,A,Normal,Female,Fashion accessories,97.29,8,38.916,817.236,Credit card,6.2
785-96-0615,B,Member,Female,Electronic accessories,35.74,8,14.296,300.216,UPI,4.9
406-46-7107,A,Normal,Female,Home and lifestyle,96.52,6,28.956,608.076,Cash,4.5
250-17-5703,A,Member,Male,Food and beverages,18.85,10,9.425,197.925,UPI,5.6
156-95-3964,A,Normal,Female,Food and beverages,55.39,4,11.078,232.638,UPI,8
842-40-8179,B,Member,Female,Food and beverages,77.2,10,38.6,810.6,Credit card,5.6
525-09-8450,B,Normal,Male,Electronic accessories,72.13,10,36.065,757.365,Credit card,4.2
410-67-1709,A,Member,Female,Fashion accessories,63.88,8,25.552,536.592,UPI,9.9
587-73-4862,A,Member,Female,Health and beauty,10.69,5,2.6725,56.1225,UPI,7.6
787-87-2010,A,Member,Male,Health and beauty,55.5,4,11.1,233.1,Credit card,6.6
593-14-4239,B,Normal,Female,Home and lifestyle,95.46,8,38.184,801.864,UPI,4.7
801-88-0346,C,Normal,Female,Fashion accessories,76.06,3,11.409,239.589,Credit card,9.8
388-76-2555,B,Normal,Male,Sports and travel,13.69,6,4.107,86.247,Cash,6.3
711-31-1234,B,Normal,Female,Electronic accessories,95.64,4,19.128,401.688,Cash,7.9
886-54-6089,A,Normal,Female,Home and lifestyle,11.43,6,3.429,72.009,Cash,7.7
707-32-7409,B,Member,Female,Sports and travel,95.54,4,19.108,401.268,UPI,4.5
759-98-4285,C,Member,Female,Health and beauty,85.87,7,30.0545,631.1445,Credit card,8
201-63-8275,C,Member,Female,Sports and travel,67.99,7,23.7965,499.7265,UPI,5.7
471-06-8611,C,Normal,Female,Food and beverages,52.42,1,2.621,55.041,Credit card,6.3
200-16-5952,C,Member,Male,Food and beverages,65.65,2,6.565,137.865,Cash,6
120-54-2248,B,Normal,Female,Food and beverages,28.86,5,7.215,151.515,Credit card,8
102-77-2261,C,Member,Male,Health and beauty,65.31,7,22.8585,480.0285,Credit card,4.2
875-31-8302,B,Normal,Male,Sports and travel,93.38,1,4.669,98.049,Cash,9.6
102-06-2002,C,Member,Male,Sports and travel,25.25,5,6.3125,132.5625,Cash,6.1
457-94-0464,B,Member,Male,Electronic accessories,87.87,9,39.5415,830.3715,UPI,5.6
629-42-4133,C,Normal,Male,Health and beauty,21.8,8,8.72,183.12,Cash,8.3
534-53-3526,A,Normal,Female,Sports and travel,94.76,4,18.952,397.992,UPI,7.8
307-04-2070,A,Member,Female,Fashion accessories,30.62,1,1.531,32.151,Credit card,4.1
468-99-7231,C,Normal,Female,Home and lifestyle,44.01,8,17.604,369.684,Cash,8.8
516-77-6464,C,Member,Female,Health and beauty,10.16,5,2.54,53.34,UPI,4.1
404-91-5964,A,Normal,Male,Electronic accessories,74.58,7,26.103,548.163,Credit card,9
886-77-9084,C,Normal,Male,Electronic accessories,71.89,8,28.756,603.876,UPI,5.5
790-38-4466,C,Normal,Female,Health and beauty,10.99,5,2.7475,57.6975,Credit card,9.3
704-10-4056,C,Member,Male,Health and beauty,60.47,3,9.0705,190.4805,Credit card,5.6
497-37-6538,A,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,UPI,9.7
651-96-5970,A,Normal,Male,Fashion accessories,46.41,1,2.3205,48.7305,Credit card,4
400-80-4065,C,Member,Male,Health and beauty,68.55,4,13.71,287.91,Credit card,9.2
744-16-7898,B,Normal,Female,Home and lifestyle,97.37,10,48.685,1022.385,Credit card,4.9
263-12-5321,A,Member,Male,Electronic accessories,92.6,7,32.41,680.61,Credit card,9.3
702-72-0487,A,Normal,Female,Electronic accessories,46.61,2,4.661,97.881,Credit card,6.6
605-83-1050,B,Normal,Male,Fashion accessories,27.18,2,2.718,57.078,UPI,4.3
443-60-9639,C,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,Cash,5.5
864-24-7918,A,Member,Female,Sports and travel,24.49,10,12.245,257.145,Cash,8.1
359-94-5395,B,Normal,Male,Health and beauty,92.78,1,4.639,97.419,Credit card,9.8
401-09-4232,C,Member,Male,Home and lifestyle,86.69,5,21.6725,455.1225,UPI,9.4
751-15-6198,B,Normal,Male,Sports and travel,23.01,6,6.903,144.963,UPI,7.9
324-41-6833,C,Member,Female,Electronic accessories,30.2,8,12.08,253.68,UPI,5.1
474-33-8305,C,Member,Male,Fashion accessories,67.39,7,23.5865,495.3165,UPI,6.9
759-29-9521,A,Member,Female,Fashion accessories,48.96,9,22.032,462.672,Cash,8
831-81-6575,B,Member,Female,Electronic accessories,75.59,9,34.0155,714.3255,Cash,8
220-68-6701,A,Normal,Female,Home and lifestyle,77.47,4,15.494,325.374,Cash,4.2
618-34-8551,A,Normal,Female,Sports and travel,93.18,2,9.318,195.678,Credit card,8.5
257-60-7754,A,Normal,Female,Electronic accessories,50.23,4,10.046,210.966,Cash,9
559-61-5987,B,Normal,Female,Health and beauty,17.75,1,0.8875,18.6375,Cash,8.6
189-55-2313,C,Normal,Female,Fashion accessories,62.18,10,31.09,652.89,UPI,6
565-91-4567,B,Normal,Male,Health and beauty,10.75,8,4.3,90.3,UPI,6.2
380-60-5336,A,Normal,Female,Electronic accessories,40.26,10,20.13,422.73,Credit card,5
815-04-6282,C,Member,Female,Sports and travel,64.97,5,16.2425,341.0925,Credit card,6.5
674-56-6360,A,Normal,Male,Electronic accessories,95.15,1,4.7575,99.9075,Cash,6
778-34-2523,A,Member,Female,Electronic accessories,48.62,8,19.448,408.408,Cash,5
499-27-7781,B,Normal,Female,Food and beverages,53.21,8,21.284,446.964,UPI,5
477-59-2456,C,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,Cash,9.2
832-51-6761,A,Normal,Male,Food and beverages,33.88,8,13.552,284.592,UPI,9.6
869-11-3082,B,Member,Male,Health and beauty,96.16,4,19.232,403.872,Credit card,8.4
190-59-3964,B,Member,Male,Food and beverages,47.16,5,11.79,247.59,Credit card,6
366-43-6862,B,Normal,Male,Electronic accessories,52.89,4,10.578,222.138,UPI,6.7
186-43-8965,A,Member,Female,Home and lifestyle,47.68,2,4.768,100.128,Credit card,4.1
784-21-9238,C,Member,Male,Sports and travel,10.17,1,0.5085,10.6785,Cash,5.9
276-75-6884,A,Normal,Female,Health and beauty,68.71,3,10.3065,216.4365,Cash,8.7
109-86-4363,B,Member,Female,Sports and travel,60.08,7,21.028,441.588,Credit card,4.5
569-76-2760,A,Member,Female,Sports and travel,22.01,4,4.402,92.442,Credit card,6.6
222-42-0244,B,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,Credit card,7.7
760-53-9233,A,Member,Male,Fashion accessories,41.28,3,6.192,130.032,Credit card,8.5
538-22-0304,C,Normal,Male,Electronic accessories,64.95,10,32.475,681.975,Cash,5.2
416-17-9926,A,Member,Female,Electronic accessories,74.22,10,37.11,779.31,Credit card,4.3
237-44-6163,A,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,Cash,7.6
636-17-0325,B,Normal,Male,Health and beauty,62.57,4,12.514,262.794,Cash,9.5
343-75-9322,B,Member,Female,Sports and travel,11.85,8,4.74,99.54,Cash,4.1
528-14-9470,A,Member,Male,Health and beauty,91.3,1,4.565,95.865,UPI,9.2
427-45-9297,B,Member,Female,Home and lifestyle,40.73,7,14.2555,299.3655,UPI,5.4
807-34-3742,A,Normal,Male,Fashion accessories,52.38,1,2.619,54.999,Cash,5.8
288-62-1085,A,Member,Male,Fashion accessories,38.54,5,9.635,202.335,UPI,5.6
670-71-7306,B,Normal,Male,Sports and travel,44.63,6,13.389,281.169,Credit card,5.1
660-29-7083,C,Normal,Male,Electronic accessories,55.87,10,27.935,586.635,Cash,5.8
271-77-8740,C,Member,Female,Sports and travel,29.22,6,8.766,184.086,UPI,5
497-36-0989,A,Normal,Male,Fashion accessories,51.94,3,7.791,163.611,Cash,7.9
291-59-1384,B,Normal,Male,Electronic accessories,60.3,1,3.015,63.315,Cash,6
860-73-6466,A,Member,Female,Sports and travel,39.47,2,3.947,82.887,Credit card,5
549-23-9016,C,Member,Female,Food and beverages,14.87,2,1.487,31.227,Credit card,8.9
896-34-0956,A,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,Cash,5.9
804-38-3935,A,Member,Male,Electronic accessories,93.78,3,14.067,295.407,Credit card,5.9
585-90-0249,A,Member,Male,Electronic accessories,73.26,1,3.663,76.923,UPI,9.7
862-29-5914,C,Normal,Female,Sports and travel,22.38,1,1.119,23.499,Credit card,8.6
845-94-6841,C,Member,Female,Food and beverages,72.88,9,32.796,688.716,Cash,4
125-45-2293,A,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,Cash,4.2
843-73-4724,A,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,Cash,9.2
409-33-9708,A,Normal,Female,Fashion accessories,98.48,2,9.848,206.808,UPI,9.2
658-66-3967,C,Normal,Male,Health and beauty,53.19,7,18.6165,390.9465,UPI,5
866-70-2814,B,Normal,Female,Electronic accessories,52.79,10,26.395,554.295,UPI,10
160-22-2687,A,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,UPI,8.8
895-03-6665,B,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,Cash,4.2
770-42-8960,B,Normal,Male,Food and beverages,21.12,8,8.448,177.408,Cash,6.3
748-45-2862,A,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,Cash,8.2
234-36-2483,B,Normal,Male,Health and beauty,57.59,6,17.277,362.817,Cash,5.1
316-66-3011,A,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,Cash,5
848-95-6252,C,Member,Female,Home and lifestyle,86.27,1,4.3135,90.5835,UPI,7
840-76-5966,A,Member,Male,Sports and travel,12.76,2,1.276,26.796,UPI,7.8
152-03-4217,B,Normal,Female,Home and lifestyle,11.28,9,5.076,106.596,Credit card,4.3
533-66-5566,B,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,Cash,7
124-31-1458,A,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,Cash,6.6
176-78-1170,C,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,UPI,7.3
361-59-0574,B,Member,Male,Sports and travel,90.53,8,36.212,760.452,Credit card,6.5
101-81-4070,C,Member,Female,Health and beauty,62.82,2,6.282,131.922,UPI,4.9
631-34-1880,C,Member,Male,Food and beverages,24.31,3,3.6465,76.5765,Credit card,4.3
852-82-2749,A,Normal,Male,Sports and travel,64.59,4,12.918,271.278,UPI,9.3
873-14-6353,A,Member,Male,Food and beverages,24.82,7,8.687,182.427,Credit card,7.1
584-66-4073,C,Normal,Male,Fashion accessories,56.5,1,2.825,59.325,UPI,9.6
544-55-9589,B,Member,Female,Electronic accessories,21.43,10,10.715,225.015,Cash,6.2
166-19-2553,A,Member,Male,Sports and travel,89.06,6,26.718,561.078,Cash,9.9
737-88-5876,A,Member,Male,Home and lifestyle,23.29,4,4.658,97.818,Credit card,5.9
154-87-7367,C,Normal,Male,Home and lifestyle,65.26,8,26.104,548.184,UPI,6.3
885-56-0389,C,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,Cash,4
608-05-3804,B,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,Cash,6.1
448-61-3783,A,Normal,Female,Electronic accessories,90.02,8,36.008,756.168,Credit card,4.5
761-49-0439,B,Member,Female,Electronic accessories,12.1,8,4.84,101.64,UPI,8.6
490-95-0021,B,Member,Female,Food and beverages,33.21,10,16.605,348.705,UPI,6
115-38-7388,C,Member,Female,Fashion accessories,10.18,8,4.072,85.512,Credit card,9.5
311-13-6971,B,Member,Male,Sports and travel,31.99,10,15.995,335.895,Credit card,9.9
291-55-6563,A,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,UPI,7.5
548-48-3156,A,Member,Female,Food and beverages,83.34,2,8.334,175.014,Cash,7.6
460-93-5834,A,Normal,Male,Sports and travel,45.58,7,15.953,335.013,Cash,5
325-89-4209,A,Member,Male,Food and beverages,87.9,1,4.395,92.295,UPI,6.7
884-80-6021,A,Member,Female,Electronic accessories,73.47,10,36.735,771.435,UPI,9.5
137-74-8729,C,Normal,Female,Fashion accessories,12.19,8,4.876,102.396,UPI,6.8
880-46-5796,A,Member,Male,Sports and travel,76.92,10,38.46,807.66,UPI,5.6
389-70-2397,C,Normal,Female,Health and beauty,83.66,5,20.915,439.215,Cash,7.2
114-35-5271,B,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,Cash,8.1
607-76-6216,C,Member,Female,Fashion accessories,92.49,5,23.1225,485.5725,Credit card,8.6
715-20-1673,B,Normal,Male,Electronic accessories,28.38,5,7.095,148.995,Cash,9.4
811-35-1094,B,Member,Male,Electronic accessories,50.45,6,15.135,317.835,Credit card,8.9
699-88-1972,B,Normal,Male,Health and beauty,99.16,8,39.664,832.944,Credit card,4.2
781-84-8059,C,Normal,Male,Fashion accessories,60.74,7,21.259,446.439,UPI,5
409-49-6995,C,Member,Female,Food and beverages,47.27,6,14.181,297.801,Cash,8.8
725-54-0677,C,Member,Male,Health and beauty,85.6,7,29.96,629.16,Cash,5.3
146-09-5432,A,Member,Male,Food and beverages,35.04,9,15.768,331.128,UPI,4.6
377-79-7592,C,Member,Female,Electronic accessories,44.84,9,20.178,423.738,Credit card,7.5
509-10-0516,B,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,UPI,5.1
595-94-9924,A,Member,Female,Health and beauty,27.73,5,6.9325,145.5825,Credit card,4.2
865-41-9075,A,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,Cash,8.1
545-07-8534,C,Normal,Female,Health and beauty,58.32,2,5.832,122.472,UPI,6
118-62-1812,C,Member,Female,Home and lifestyle,78.38,4,15.676,329.196,Cash,7.9
450-42-3339,C,Normal,Male,Health and beauty,84.61,10,42.305,888.405,Credit card,8.8
851-98-3555,B,Normal,Female,Health and beauty,82.88,5,20.72,435.12,Credit card,6.6
186-71-5196,A,Member,Female,Food and beverages,79.54,2,7.954,167.034,UPI,6.2
624-01-8356,B,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,Credit card,4.2
313-66-9943,B,Member,Female,Food and beverages,29.15,3,4.3725,91.8225,Credit card,7.3
151-27-8496,C,Normal,Female,Electronic accessories,56.13,4,11.226,235.746,UPI,8.6
453-33-6436,A,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,Cash,6.8
522-57-8364,A,Member,Male,Fashion accessories,51.34,8,20.536,431.256,UPI,7.6
