CustomerID,Age,Gender,AnnualIncome,TotalSpend,YearsAsCustomer,NumOfPurchases,AvgTransactionAmount,NumOfReturns,NumOfSupportQueries,SatisfactionScore,LastPurchaseDaysAgo,EmailOptIn,PromotionResponse,Churn
663,23,Male,115.78,909.57,2,30,480.14,1,3,4,335,True,Unsubscribed,False
664,42,Other,189.7,6678.46,7,23,334.54,0,1,5,295,False,Ignored,False
665,52,Other,135.97,9593.72,14,25,19.91,1,2,1,319,False,Unsubscribed,False
666,33,Female,148.57,1446.33,13,68,145.74,4,0,1,169,True,Responded,True
667,21,Male,108.9,4903.08,6,10,201.35,1,2,3,223,True,Unsubscribed,False
668,64,Male,124.74,1072.56,1,39,248.53,0,1,5,296,True,Responded,False
669,55,Other,42.75,437.69,8,65,158.8,3,4,5,1,True,Ignored,False
670,61,Male,177.83,6678.56,7,80,115.07,8,4,1,162,False,Unsubscribed,True
671,37,Male,156.94,8690.1,7,15,358.19,4,4,2,181,True,Unsubscribed,True
672,42,Other,199.68,3441.95,8,70,92.89,9,4,3,217,False,Responded,False
673,24,Female,73.59,8770.08,19,82,54.64,1,1,5,209,True,Responded,True
674,38,Female,60.86,1258.83,18,59,210.92,4,0,4,265,True,Responded,True
675,24,Female,42.53,2455.81,12,68,407.16,6,0,3,97,False,Unsubscribed,False
676,46,Other,193.56,9025.91,18,84,382.53,4,2,1,194,True,Ignored,True
677,69,Male,160.56,5134.25,6,83,125.83,2,3,4,273,True,Ignored,True
678,24,Other,49.94,6121.1,19,50,140.78,7,4,3,350,False,Responded,False
679,20,Other,119.48,476.38,18,2,493.7,4,0,3,264,True,Unsubscribed,False
680,46,Female,94.48,1371.06,10,8,46.4,2,1,2,94,True,Responded,False
681,46,Male,47.27,652.33,13,9,48.54,5,3,4,166,True,Responded,True
682,56,Female,49.17,9059.51,18,32,54.42,9,2,1,130,True,Ignored,False
683,55,Male,193.42,1434.47,5,15,168.65,2,2,3,177,True,Ignored,True
684,23,Male,74.89,8511.76,1,79,384.28,9,0,2,313,False,Responded,True
685,63,Female,189.46,3575.24,4,21,446.44,6,1,1,170,False,Unsubscribed,True
686,27,Female,33.61,8025.92,13,19,466.88,5,1,4,111,True,Responded,True
687,54,Other,102.94,3713.93,16,36,133.68,8,0,1,360,False,Unsubscribed,True
688,31,Male,43.33,2750.07,6,45,235.49,8,0,4,17,True,Unsubscribed,True
689,39,Male,20.86,1027.24,8,32,55.82,7,0,1,299,False,Responded,False
690,49,Male,119.68,2879.0,15,66,282.55,8,0,4,186,True,Responded,True
691,35,Male,40.5,4767.65,6,91,13.2,8,1,3,126,True,Responded,True
692,53,Male,149.96,8193.34,18,25,235.22,0,1,4,165,True,Unsubscribed,False
693,63,Other,145.66,4579.9,19,39,490.4,1,0,1,283,False,Responded,True
694,69,Male,51.74,9717.21,19,42,78.81,9,1,5,289,False,Unsubscribed,False
695,26,Other,189.51,5462.17,18,96,113.27,9,2,1,21,True,Unsubscribed,True
696,43,Female,149.79,346.96,2,57,146.05,7,1,1,171,False,Unsubscribed,False
697,39,Other,73.63,4212.14,11,76,434.73,8,1,1,190,True,Unsubscribed,False
698,63,Other,147.66,6920.1,18,60,446.1,5,3,5,138,True,Ignored,False
699,55,Other,151.75,2419.49,10,36,473.19,2,1,1,275,True,Unsubscribed,False
700,40,Female,81.6,7016.44,5,76,131.72,8,0,1,338,False,Responded,True
701,34,Male,87.61,5086.6,9,48,232.21,8,0,3,119,False,Responded,True
702,43,Other,84.64,354.8,19,50,197.18,7,0,2,20,True,Responded,False
703,64,Female,130.99,7766.09,6,30,301.97,3,4,5,191,False,Unsubscribed,True
704,55,Other,182.07,5647.7,8,51,155.02,6,1,5,282,True,Responded,True
705,19,Other,51.17,916.69,2,11,416.22,0,3,1,140,False,Unsubscribed,True
706,23,Female,177.54,4804.62,18,43,454.01,5,0,5,292,False,Responded,False
707,24,Other,24.98,2944.2,16,27,450.99,0,0,5,357,True,Unsubscribed,True
708,30,Other,138.86,8808.85,8,76,138.96,9,4,4,180,True,Ignored,True
709,44,Male,94.6,2920.78,17,58,247.4,1,2,2,285,True,Ignored,True
710,28,Female,162.43,9422.7,18,72,273.55,8,4,5,227,True,Ignored,True
711,32,Other,149.82,5506.71,7,97,485.26,3,0,2,95,True,Unsubscribed,True
712,26,Female,106.42,3303.78,9,92,224.58,6,0,5,93,False,Ignored,True
713,25,Female,135.9,8154.1,7,8,44.21,9,1,3,326,True,Ignored,True
714,63,Male,110.32,7004.26,3,56,325.27,4,2,2,88,True,Ignored,False
715,23,Male,166.07,4198.23,6,85,95.49,0,0,4,347,False,Responded,False
716,65,Male,105.7,6333.22,5,18,188.94,3,3,5,277,True,Unsubscribed,False
717,60,Other,114.17,7807.98,3,75,263.86,3,0,1,67,False,Unsubscribed,True
718,21,Other,65.09,8530.42,14,93,481.76,5,4,5,17,False,Responded,True
719,28,Other,128.91,8182.49,18,71,88.23,6,4,5,244,False,Unsubscribed,False
720,68,Other,74.52,1744.16,7,57,427.42,0,1,5,348,True,Responded,False
721,45,Other,123.91,8301.06,11,29,19.2,5,0,2,54,True,Unsubscribed,True
722,43,Other,50.54,680.43,14,17,33.47,4,0,5,200,True,Unsubscribed,True
723,21,Female,48.7,2081.69,16,62,244.94,9,1,2,228,True,Responded,False
724,32,Female,95.07,6266.97,16,69,290.46,0,0,4,166,True,Unsubscribed,False
725,36,Male,96.83,1235.46,4,70,102.61,2,2,3,39,False,Unsubscribed,True
726,23,Other,68.26,6073.14,16,89,100.67,4,1,3,139,True,Responded,True
727,22,Female,43.69,3148.86,8,45,362.66,5,1,3,35,True,Unsubscribed,True
728,35,Male,27.06,4351.72,9,55,161.13,1,2,5,341,False,Ignored,False
729,23,Male,24.54,3220.0,5,33,358.03,0,3,2,271,False,Responded,False
730,48,Male,68.88,794.72,18,77,263.57,7,0,3,31,False,Ignored,True
731,42,Male,103.13,5057.51,13,56,189.8,6,0,4,55,False,Unsubscribed,True
732,21,Female,150.72,9639.63,15,66,32.43,3,3,3,90,False,Ignored,False
733,23,Female,105.48,6156.66,10,13,486.53,8,4,5,167,True,Ignored,False
734,58,Female,182.73,3070.32,5,26,196.21,1,1,1,225,False,Unsubscribed,True
735,54,Male,26.34,9565.88,4,65,396.92,2,1,3,354,False,Unsubscribed,False
736,67,Male,52.52,3953.45,19,70,174.98,6,4,5,276,False,Responded,False
737,42,Other,80.93,7005.43,15,77,449.91,0,2,5,340,True,Unsubscribed,True
738,51,Other,123.95,6377.72,8,31,45.34,5,4,1,230,True,Ignored,True
739,36,Male,173.49,9533.82,5,41,147.88,4,2,3,255,False,Unsubscribed,True
740,51,Female,83.04,9154.57,9,18,267.84,0,1,3,54,False,Unsubscribed,False
741,32,Male,68.24,1565.24,17,29,310.36,5,0,4,201,False,Ignored,True
742,67,Other,31.14,948.29,8,29,325.29,8,2,5,133,True,Responded,True
743,25,Other,167.83,8115.46,14,12,202.03,6,1,3,166,False,Responded,True
744,61,Female,88.34,9058.94,12,94,317.56,2,1,3,359,True,Ignored,False
745,64,Male,122.88,4980.44,9,66,434.45,2,2,2,90,True,Responded,False
746,66,Other,197.04,6938.54,16,1,420.66,3,3,1,247,False,Ignored,True
747,51,Female,20.29,790.9,1,51,133.62,6,2,4,38,True,Responded,False
748,35,Other,46.18,2276.06,1,28,30.38,2,1,1,317,True,Unsubscribed,True
749,47,Female,160.24,1578.82,10,57,127.43,2,0,2,231,False,Unsubscribed,True
750,30,Other,164.92,6051.49,12,80,411.56,7,4,2,117,False,Ignored,False
751,64,Other,158.46,2055.64,3,53,332.87,8,3,2,280,False,Unsubscribed,False
752,50,Male,116.66,692.48,1,17,71.01,6,1,3,122,True,Responded,True
753,52,Female,196.19,3091.85,8,91,90.5,0,0,1,334,True,Responded,False
754,69,Female,91.31,6804.4,16,78,139.92,8,3,1,161,False,Responded,True
755,41,Other,128.35,5820.85,6,26,428.6,0,0,5,21,False,Responded,False
756,43,Male,31.41,3374.18,11,24,205.0,8,1,3,285,True,Unsubscribed,False
757,64,Other,93.77,8351.44,14,61,176.43,0,0,4,114,False,Responded,True
758,68,Other,150.05,2835.06,13,72,120.57,9,1,4,244,True,Responded,False
759,61,Other,62.97,2679.42,4,20,340.22,9,0,5,65,False,Responded,False
760,59,Female,189.89,5643.48,2,66,484.34,4,0,2,338,False,Unsubscribed,False
761,64,Male,143.62,4834.33,3,63,48.88,7,3,3,81,False,Responded,True
762,18,Other,71.76,4515.13,7,41,256.34,7,4,1,214,True,Responded,True
763,30,Other,158.42,1642.28,18,69,452.25,7,3,5,330,True,Unsubscribed,False
764,27,Other,34.97,5096.0,14,16,141.11,0,2,1,117,True,Responded,False
765,36,Female,195.46,2664.29,10,22,176.13,3,2,1,108,True,Unsubscribed,True
766,22,Other,28.87,3982.58,10,20,251.79,2,1,1,323,False,Responded,True
767,25,Female,188.02,7362.35,6,29,78.66,4,0,2,130,False,Ignored,False
768,21,Female,65.51,9374.94,15,98,403.85,5,3,4,130,False,Responded,False
769,66,Female,156.41,7761.24,16,11,133.39,5,0,2,360,True,Responded,True
770,30,Female,20.01,4115.78,8,25,38.82,2,4,2,215,True,Responded,False
771,55,Female,65.76,5971.03,5,26,335.73,4,0,4,127,True,Responded,False
772,63,Male,154.84,7490.33,4,54,277.2,8,1,4,331,True,Ignored,False
773,66,Female,115.82,4200.79,8,8,465.52,0,3,5,133,True,Ignored,False
774,63,Female,40.69,3666.46,10,21,393.49,0,2,2,46,False,Unsubscribed,True
775,36,Other,90.85,1438.91,10,88,27.65,1,4,3,312,True,Unsubscribed,True
776,69,Male,87.6,7388.98,8,63,269.6,4,0,1,88,True,Unsubscribed,True
777,67,Male,122.27,8401.24,12,63,435.24,9,4,3,64,True,Ignored,True
778,25,Other,140.24,3234.19,7,79,18.98,1,4,3,113,True,Ignored,False
779,44,Female,171.35,7856.73,14,16,193.0,3,4,3,329,True,Unsubscribed,True
780,67,Male,109.5,6141.11,3,5,418.21,8,4,4,291,True,Unsubscribed,True
781,64,Female,90.56,7862.42,8,95,132.17,8,3,5,302,True,Ignored,False
782,47,Other,45.92,4172.24,4,97,15.97,3,4,2,164,False,Responded,True
783,21,Male,164.87,7501.01,13,86,176.88,5,4,4,187,False,Unsubscribed,False
784,28,Female,148.41,4144.24,1,2,26.95,8,3,5,189,False,Unsubscribed,True
785,38,Male,93.56,978.7,6,51,458.69,2,1,5,183,False,Unsubscribed,True
786,60,Male,113.32,5550.73,1,24,427.86,3,2,5,24,True,Responded,True
787,19,Female,139.73,4597.85,4,65,216.74,8,2,5,356,False,Ignored,True
788,38,Female,49.67,2603.51,11,15,209.83,0,4,1,121,True,Responded,False
789,34,Male,24.9,8931.92,18,92,489.92,5,4,1,93,False,Responded,True
790,60,Other,77.15,3890.25,17,78,249.74,8,2,4,37,True,Responded,False
791,68,Male,127.21,487.35,9,38,223.98,0,0,2,91,True,Ignored,True
792,46,Other,107.59,3883.14,19,53,206.23,0,0,2,149,False,Ignored,False
793,44,Male,144.66,4302.65,16,99,165.67,0,4,4,216,False,Responded,False
794,41,Female,167.54,8630.21,11,77,178.18,5,2,2,254,True,Responded,True
795,66,Other,107.92,8011.91,6,3,227.75,5,0,4,323,True,Ignored,True
796,20,Other,44.17,2079.67,14,98,462.53,9,0,2,203,False,Unsubscribed,True
797,56,Male,173.11,8406.39,4,79,440.15,7,2,3,126,True,Ignored,False
798,27,Male,123.5,2554.48,5,18,383.76,7,0,1,242,True,Responded,False
799,20,Other,153.19,3485.15,4,45,394.05,8,2,4,292,True,Ignored,True
800,62,Female,146.84,860.5,4,72,217.72,0,3,5,52,True,Responded,True
801,59,Other,194.28,648.03,8,28,295.58,7,4,2,275,True,Ignored,True
802,43,Other,73.16,6840.52,11,24,449.49,2,2,4,275,True,Unsubscribed,True
803,54,Female,146.96,9241.08,9,66,172.13,4,1,3,283,True,Unsubscribed,True
804,44,Female,85.82,4980.87,9,72,204.73,1,2,3,256,True,Ignored,False
805,22,Male,91.17,8456.53,18,58,139.89,6,3,1,59,True,Responded,True
806,59,Male,61.51,7958.14,18,76,32.02,7,1,4,290,False,Unsubscribed,True
807,28,Male,81.92,6680.32,6,58,17.95,9,0,4,168,True,Responded,False
808,30,Female,190.69,9784.47,17,11,143.49,2,1,2,340,True,Unsubscribed,True
809,58,Other,72.66,8041.66,4,9,471.18,6,1,5,340,True,Ignored,False
810,51,Female,64.28,2820.96,19,15,168.88,3,0,3,5,True,Ignored,True
811,55,Male,124.96,7911.24,4,94,445.4,3,1,5,204,False,Unsubscribed,True
812,57,Other,66.45,6957.35,17,96,67.88,9,0,3,102,False,Ignored,False
813,50,Male,105.21,4055.25,1,27,340.59,6,1,2,86,True,Ignored,False
814,51,Other,170.15,860.29,16,52,171.0,9,0,1,6,False,Ignored,False
815,44,Female,61.47,2222.16,3,42,447.32,9,2,4,143,False,Unsubscribed,True
816,53,Male,96.8,7992.66,12,81,351.89,1,3,3,79,True,Responded,True
817,43,Female,129.89,2560.0,19,42,177.64,5,3,3,75,True,Responded,False
818,68,Female,118.21,9978.79,1,46,248.89,4,1,4,146,False,Ignored,False
819,42,Female,195.45,6970.48,14,96,124.97,3,3,1,110,True,Responded,True
820,36,Other,142.47,4824.5,9,27,24.75,9,3,3,216,False,Responded,False
821,38,Female,153.19,5747.32,2,70,41.72,4,1,5,195,True,Responded,False
822,48,Female,194.05,6147.64,16,78,407.77,1,0,2,215,True,Unsubscribed,False
823,46,Other,94.6,9692.55,7,10,372.39,9,4,1,317,True,Responded,False
824,26,Female,83.97,1701.24,7,22,336.32,0,2,5,147,False,Responded,False
825,36,Female,27.9,2796.72,13,3,457.44,1,3,3,209,False,Responded,False
826,43,Female,53.16,7124.95,19,33,133.67,0,1,1,120,False,Ignored,True
827,42,Other,62.69,2474.59,19,69,18.85,0,0,4,49,False,Ignored,True
828,57,Other,53.03,8725.84,18,41,458.2,5,1,1,323,True,Ignored,False
829,60,Male,155.86,3530.69,6,7,493.42,9,4,3,329,False,Ignored,True
830,46,Female,116.46,1890.31,15,66,91.9,4,3,2,214,True,Unsubscribed,True
831,42,Other,140.17,571.45,3,54,334.31,5,4,5,100,True,Ignored,True
832,36,Female,167.68,5996.39,2,53,59.61,2,0,4,298,True,Ignored,True
833,21,Other,61.54,8270.29,7,63,37.1,0,2,1,80,False,Unsubscribed,False
834,62,Other,78.67,2810.55,19,64,187.7,6,3,2,180,True,Unsubscribed,True
835,37,Other,147.5,9183.64,10,77,59.29,4,0,2,117,False,Unsubscribed,False
836,63,Male,90.7,7601.57,6,59,64.48,4,1,5,87,True,Responded,False
837,18,Female,25.27,706.88,18,46,252.05,2,1,1,346,False,Unsubscribed,True
838,28,Other,98.29,5769.07,5,87,269.64,8,2,1,328,False,Responded,True
839,21,Female,183.49,5717.67,2,77,202.92,9,2,5,217,True,Unsubscribed,False
840,24,Other,93.62,2103.49,5,17,335.88,6,3,2,300,True,Ignored,True
841,45,Female,79.8,3411.99,8,68,493.48,7,0,1,16,False,Unsubscribed,False
842,53,Female,198.11,4636.96,5,87,422.51,7,0,4,240,False,Unsubscribed,True
843,24,Other,135.99,575.97,16,25,384.44,6,2,3,332,True,Unsubscribed,False
844,37,Female,85.88,1582.79,3,6,213.99,6,4,1,24,True,Responded,False
845,52,Male,38.36,1723.64,13,85,171.63,0,2,4,171,True,Ignored,False
846,68,Male,161.81,3854.43,6,11,289.94,7,2,2,90,True,Unsubscribed,True
847,68,Female,147.45,7498.84,4,61,161.04,5,1,5,97,True,Responded,True
848,56,Female,185.94,8329.91,10,90,93.27,8,2,4,232,True,Ignored,False
849,38,Other,59.11,1712.21,18,27,435.43,9,4,4,147,False,Unsubscribed,True
850,61,Other,40.69,7543.87,18,26,69.15,9,1,1,306,True,Unsubscribed,False
851,18,Female,150.33,6740.03,12,95,492.33,8,1,5,301,True,Responded,True
852,54,Female,56.61,8917.81,3,26,137.1,0,4,5,204,False,Responded,True
853,63,Female,51.7,9691.03,12,70,371.25,8,4,4,44,True,Unsubscribed,True
854,59,Female,77.57,1332.16,12,28,39.94,7,1,4,291,True,Ignored,False
855,20,Male,167.03,898.67,2,65,403.54,4,1,2,28,True,Responded,False
856,51,Female,117.12,8017.33,18,34,262.73,0,1,1,329,False,Ignored,False
857,30,Other,28.25,1705.49,2,3,484.09,0,4,5,265,False,Responded,True
858,33,Male,103.5,2026.29,2,74,251.24,7,0,3,336,False,Unsubscribed,True
859,51,Female,143.12,8832.16,8,79,391.06,5,3,4,78,True,Unsubscribed,False
860,41,Other,116.91,9395.75,1,62,123.93,0,3,3,55,True,Unsubscribed,True
861,30,Male,123.04,3252.87,13,40,180.63,7,2,4,302,False,Responded,True
862,23,Female,60.46,8437.46,18,24,396.44,2,4,5,53,False,Ignored,True
863,56,Female,172.59,8602.68,8,53,437.66,2,1,1,126,True,Ignored,False
864,19,Female,121.05,6093.37,13,70,62.14,0,0,3,233,True,Responded,False
865,28,Female,148.38,5704.28,7,35,348.69,6,2,2,187,True,Responded,True
866,24,Male,196.74,5800.8,3,96,490.41,6,2,5,212,False,Ignored,True
867,24,Other,97.08,3082.76,10,3,473.96,7,1,3,121,False,Responded,False
868,56,Female,178.59,6226.78,19,79,188.52,2,4,4,255,False,Responded,True
869,56,Male,21.31,2511.44,13,28,156.42,1,3,1,305,True,Responded,True
870,29,Male,26.01,1858.56,19,28,75.91,9,0,4,348,False,Unsubscribed,True
871,68,Other,126.25,4188.21,8,65,493.85,5,1,1,22,False,Responded,True
872,39,Male,76.06,7087.23,18,86,386.73,4,0,4,145,True,Unsubscribed,False
873,68,Male,64.69,6252.13,15,18,316.64,3,4,3,167,False,Unsubscribed,False
874,68,Other,70.03,9652.33,7,73,265.29,9,4,2,197,True,Unsubscribed,True
875,69,Male,77.31,6499.91,7,9,405.13,7,2,4,352,False,Responded,True
876,20,Male,151.21,1499.01,3,46,329.31,5,1,3,280,False,Responded,True
877,30,Other,122.46,1696.06,18,14,248.93,5,2,3,174,True,Ignored,False
878,47,Male,162.03,1021.36,14,21,226.41,4,2,4,228,False,Responded,True
879,27,Other,169.44,1992.62,17,22,195.51,4,0,2,18,False,Responded,True
880,69,Female,171.73,6019.71,9,88,485.23,3,1,1,109,True,Unsubscribed,False
881,26,Female,94.64,8399.04,10,2,458.25,9,1,3,290,False,Responded,True
882,23,Female,95.83,8949.29,8,39,173.6,5,4,3,25,True,Responded,True
883,61,Female,186.73,4060.43,19,57,41.79,5,3,3,335,False,Responded,True
884,19,Male,139.12,5629.97,2,76,86.21,9,1,3,229,True,Ignored,True
885,61,Female,34.48,8111.08,12,25,302.13,3,2,4,158,False,Unsubscribed,False
886,33,Other,117.59,3189.5,4,94,364.83,3,1,1,107,False,Ignored,False
887,30,Other,84.08,5997.12,3,32,432.95,3,3,4,309,True,Unsubscribed,True
888,65,Other,197.74,1823.42,1,22,455.76,6,0,2,286,False,Responded,False
889,30,Other,22.46,4817.75,15,93,468.06,9,4,1,119,False,Ignored,True
890,39,Female,130.19,1813.42,1,77,489.09,2,4,5,288,True,Ignored,False
891,36,Other,150.25,4678.02,9,93,391.7,6,1,2,68,True,Unsubscribed,True
892,43,Female,72.0,4028.51,5,66,369.27,7,0,4,119,False,Responded,True
893,31,Other,195.26,4389.32,19,96,176.8,4,1,3,141,True,Responded,False
894,48,Other,174.72,2512.75,6,55,465.16,6,4,4,228,False,Unsubscribed,False
895,46,Female,184.82,1446.83,8,11,77.34,4,0,4,149,False,Responded,True
896,62,Female,23.46,2829.09,3,93,276.98,8,1,4,39,True,Responded,True
897,59,Male,122.58,2471.84,2,49,231.51,0,4,2,306,False,Responded,False
898,39,Male,73.04,7369.53,14,22,446.24,8,1,5,301,False,Ignored,True
899,24,Male,172.83,7198.05,11,76,324.79,8,2,3,285,False,Responded,True
900,54,Other,133.91,5886.38,18,5,198.7,2,3,3,137,True,Ignored,False
901,66,Other,117.0,1004.2,7,79,55.98,6,2,4,211,True,Responded,False
902,58,Other,40.63,5705.99,1,54,151.46,3,0,4,139,False,Ignored,False
903,44,Male,117.24,884.45,8,56,258.95,6,2,4,82,True,Unsubscribed,True
904,48,Male,133.74,279.91,6,43,203.65,2,4,4,234,False,Ignored,False
905,23,Male,192.06,3590.7,11,96,475.03,4,4,2,345,True,Unsubscribed,True
906,33,Other,125.31,2481.39,10,44,302.68,2,1,2,58,False,Responded,False
907,55,Female,194.13,5987.01,2,73,356.43,5,2,1,55,True,Responded,True
908,55,Male,193.09,9293.56,1,23,301.86,0,0,1,141,True,Responded,True
909,67,Female,137.04,7226.54,4,40,208.5,5,3,2,206,False,Ignored,True
910,49,Other,111.06,7696.87,9,41,40.06,4,2,4,3,False,Unsubscribed,True
911,50,Male,103.88,9513.84,13,35,25.18,8,0,3,92,False,Ignored,False
912,66,Other,180.27,6377.5,4,36,330.33,5,2,2,29,False,Responded,True
913,34,Female,25.09,5819.54,3,53,350.47,9,2,2,277,False,Unsubscribed,False
914,50,Other,40.49,6058.49,18,96,98.15,1,1,1,193,False,Responded,True
915,28,Other,38.37,8671.47,2,60,320.45,7,4,5,41,True,Unsubscribed,True
916,30,Male,156.25,3942.18,9,37,15.3,0,3,3,233,False,Responded,False
917,47,Female,81.14,7973.83,7,50,227.84,6,3,3,235,False,Ignored,True
918,18,Male,134.83,6557.34,2,19,146.76,2,2,5,22,True,Responded,True
919,47,Other,128.68,3115.26,12,54,442.59,2,1,1,24,False,Responded,True
920,44,Other,89.45,235.52,17,14,160.98,6,2,3,82,False,Unsubscribed,False
921,57,Female,115.68,2178.21,14,55,201.49,0,2,1,158,True,Unsubscribed,False
922,40,Other,136.12,7029.89,14,64,88.4,2,0,1,227,False,Responded,False
923,37,Male,189.37,5838.93,15,58,74.03,5,1,4,156,True,Responded,False
924,23,Female,123.61,2818.49,17,48,177.47,9,0,5,167,False,Responded,False
925,54,Other,130.59,4399.59,4,12,377.38,1,2,5,247,True,Responded,True
926,37,Male,32.21,6645.37,14,86,43.31,8,3,4,10,True,Responded,False
927,54,Male,191.4,1358.15,7,65,39.16,0,2,1,315,False,Responded,True
928,23,Female,115.05,4379.57,19,42,407.43,6,3,1,254,False,Ignored,True
929,46,Other,164.23,4224.58,2,18,266.86,9,0,3,291,False,Unsubscribed,False
930,30,Male,29.05,5471.75,9,18,431.29,6,2,5,251,True,Unsubscribed,False
931,44,Female,95.76,5266.95,15,34,310.61,5,2,3,56,False,Responded,True
932,67,Male,66.26,3740.49,19,41,48.44,3,0,3,176,True,Unsubscribed,False
933,37,Other,68.06,7651.06,10,36,95.19,3,3,5,218,True,Responded,True
934,30,Male,162.46,765.57,8,35,226.62,6,0,3,150,False,Unsubscribed,False
935,56,Other,132.3,451.83,13,92,102.35,1,2,5,32,False,Ignored,True
936,25,Male,99.15,4260.57,10,33,434.17,4,1,1,12,False,Unsubscribed,False
937,34,Other,21.91,8977.27,17,25,490.55,6,2,1,142,False,Unsubscribed,False
938,47,Male,193.69,2847.94,2,10,313.28,2,0,2,181,False,Responded,True
939,18,Male,193.16,1805.86,18,92,327.92,6,2,3,16,True,Unsubscribed,False
940,41,Female,59.16,9289.26,2,46,445.68,2,3,3,21,True,Ignored,True
941,33,Other,27.44,1765.41,19,27,342.15,2,3,5,361,False,Unsubscribed,True
942,28,Male,115.44,3810.92,16,14,198.88,3,2,3,145,False,Unsubscribed,True
943,21,Female,191.25,7317.25,15,37,127.52,2,1,2,39,False,Unsubscribed,False
944,21,Male,183.87,2683.15,8,43,210.58,1,0,4,47,True,Ignored,True
945,34,Female,125.24,2375.51,7,25,483.74,0,0,4,84,True,Ignored,False
946,66,Male,74.64,4036.91,18,49,49.33,7,1,1,70,False,Ignored,True
947,27,Female,79.39,7894.91,9,52,60.44,1,0,2,275,True,Ignored,True
948,38,Other,181.62,9118.74,16,93,334.59,4,4,1,91,True,Responded,False
949,55,Male,108.52,409.8,2,32,305.97,7,0,5,232,True,Responded,False
950,66,Other,43.6,1734.57,8,33,371.28,1,1,4,97,False,Responded,True
951,35,Other,64.72,9590.15,9,45,451.45,1,4,5,44,True,Responded,True
952,27,Female,69.82,5968.63,9,91,262.13,1,1,2,169,True,Unsubscribed,True
953,62,Other,42.24,5558.96,1,9,181.65,7,0,1,58,True,Responded,True
954,33,Female,103.35,8154.08,10,18,264.97,4,0,1,75,True,Unsubscribed,False
955,56,Female,184.89,493.85,3,23,95.44,6,4,3,224,False,Unsubscribed,True
956,32,Female,140.38,236.98,1,30,451.17,5,3,2,327,True,Responded,False
957,51,Female,33.05,9678.19,11,1,344.33,8,1,2,295,False,Ignored,False
958,22,Female,20.99,8302.85,9,7,436.63,5,2,1,154,False,Responded,True
959,34,Male,69.72,7499.08,14,80,158.18,5,1,5,124,False,Ignored,True
960,54,Male,85.28,1641.44,4,22,447.94,8,4,3,74,False,Unsubscribed,False
961,25,Other,159.81,4818.38,6,83,84.44,8,1,1,317,True,Unsubscribed,True
962,41,Male,194.06,9379.21,13,68,191.4,5,3,4,101,True,Unsubscribed,True
963,45,Female,89.76,9342.64,1,24,45.07,1,1,3,72,True,Responded,False
964,64,Female,143.6,191.55,4,59,309.44,2,1,3,148,False,Responded,True
965,25,Male,199.08,7549.66,12,12,128.77,0,1,1,262,False,Ignored,True
966,40,Other,154.22,161.75,1,55,124.79,8,2,4,263,True,Ignored,True
967,52,Other,134.51,9844.59,9,65,496.82,7,3,3,156,True,Ignored,False
968,48,Male,34.05,4227.98,15,25,127.59,8,4,5,241,False,Responded,True
969,34,Female,78.18,9737.84,4,69,261.12,6,3,1,340,True,Unsubscribed,True
970,45,Female,184.41,3740.69,1,42,312.11,5,1,5,168,False,Ignored,False
971,65,Other,56.18,3002.55,10,35,484.7,9,4,5,249,True,Ignored,True
972,65,Male,171.85,3231.29,7,67,472.46,4,3,1,333,False,Unsubscribed,False
973,68,Female,145.34,7333.72,4,9,211.51,9,3,5,224,True,Ignored,True
974,29,Other,85.94,2076.76,4,36,64.81,6,2,2,242,True,Unsubscribed,False
975,41,Other,115.25,8654.17,16,5,105.09,2,2,4,92,False,Responded,True
976,32,Male,117.71,5946.67,1,68,15.01,1,3,4,123,True,Unsubscribed,True
977,57,Other,148.53,9702.12,7,37,10.46,2,4,5,63,False,Unsubscribed,False
978,48,Female,112.98,9872.14,13,67,390.77,8,1,4,50,True,Unsubscribed,True
979,44,Other,43.95,1933.3,19,13,184.86,8,1,3,308,False,Unsubscribed,True
980,52,Other,159.22,9562.24,6,64,327.74,4,2,3,78,False,Unsubscribed,True
981,35,Other,93.13,560.73,2,90,286.0,6,1,4,270,True,Ignored,True
982,53,Male,193.36,375.85,18,25,440.83,9,4,2,65,True,Unsubscribed,False
983,25,Female,71.03,9444.26,16,34,291.91,9,0,2,333,False,Responded,True
984,63,Other,67.35,9627.73,9,48,63.97,2,2,1,148,False,Unsubscribed,False
985,66,Male,80.03,1557.75,10,49,440.93,4,1,1,184,True,Unsubscribed,False
986,55,Other,123.02,4479.92,14,45,364.16,4,3,3,76,True,Unsubscribed,True
987,22,Female,181.08,4991.52,17,57,160.7,5,0,4,317,False,Unsubscribed,True
988,31,Other,51.73,8616.78,10,10,380.14,5,4,5,202,True,Ignored,False
989,55,Male,70.34,6316.38,5,48,202.66,5,4,1,92,True,Responded,True
990,37,Other,124.7,7768.21,8,5,431.91,7,2,4,56,True,Unsubscribed,False
991,61,Other,101.78,4902.46,6,76,252.84,3,0,2,356,True,Ignored,True
992,26,Other,100.52,6519.3,8,27,306.82,9,1,4,315,False,Responded,False
993,50,Male,167.73,7380.55,4,10,46.12,1,2,2,173,True,Ignored,True
994,35,Other,186.3,7405.02,2,90,418.46,0,0,1,124,True,Responded,False
995,23,Other,106.64,117.2,10,74,250.92,7,4,3,16,True,Ignored,True
